Bot Response,Status
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> How to Read Your NFS Statement

Here are some common issues with NFS statements and their resolutions:

Missing Transactions

Issue: Client cannot locate a specific transaction
Resolution: Use the Advisor Desktop search function to find transaction details
Incorrect Account Balance

Issue: Account balance appears incorrect
Resolution: Confirm all deposits and withdrawals have been recorded accurately
Performance Discrepancies

Issue: Performance data does not match expectations
Resolution: Verify cost basis and review recent market fluctuations that might affect performance
Statement Delivery Problems

Issue: Client did not receive a statement
Resolution: Check e-delivery settings or request a reprint from Advisor Desktop
Unclear Transaction Codes

Issue: Client doesn't understand transaction codes or descriptions
Resolution: Refer to the NFS Statement Interpretation Manual for detailed explanations
If these initial resolutions don't solve the issue, follow this escalation procedure:

Verify Statement Data: Cross-check holdings and transactions in Advisor Desktop
Consult with Operations: For discrepancies in account balances or missing records
Escalate to Compliance: If regulatory concerns or tax issues arise
Contact NFS Support: If a statement correction is required
For complex issues or urgent matters, it's recommended to contact the Advisor Support Team directly.

Important Tips for Advisors:

Regularly review statements for accuracy to catch issues early
Familiarize yourself with the NFS Statement Interpretation Manual
Keep clients informed about the importance of reviewing their statements promptly
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

Additional Resources:

HFYUILWTYUKS45GHK/NFS Statement Interpretation Manual
Advisor Desktop NFS Statement Review Guide
Investment Reconciliation & Client Reporting FAQs
Remember, prompt and accurate resolution of statement issues is crucial for maintaining client trust and ensuring compliance. If you encounter any difficulties or need further assistance, don't hesitate to reach out to the Advisor Support team.

Need more details? Visit the link(s) below 🔗:

[NFS Statement sample](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/NFS Statement sample.html)
[How to Read Your NFS Statement](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Read Your NFS Statement.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> How to Read Your NFS Statement

To resume an incomplete statement review, please follow these steps:

Access Advisor Desktop

Log into your Advisor Desktop platform.
Navigate to Statements Archive

Go to the ""Statements Archive"" tab within Advisor Desktop.
Locate the Client's Statement

Search for the client using their Name, Social Security Number (SSN), or Account Number.
Select the Statement

Find the most recent statement that was being reviewed.
Click on the ""Review"" button next to the statement.
Resume the Review Process

You will be taken to where you left off in the review process.
Analyze the financial data and transaction history thoroughly.
Address Any Discrepancies

If you find any discrepancies or issues that need clarification:
Document these issues clearly.
Submit your findings to the Operations team if necessary.
Complete the Review

Finish reviewing all sections of the statement.
Ensure all required fields and checks are completed.
Submit and Monitor

Submit the completed review.
Keep an eye on status updates and any client notifications that may be generated as a result of your review.
Important Notes:

Be thorough in your review to ensure all aspects of the statement are accurate.
If you encounter any technical issues or have questions during the review process, don't hesitate to reach out for support.
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

If you need additional assistance or encounter any issues while trying to resume an incomplete review, please contact the Advisor Support Team at AdvisorSupport@HFYUILWTYUKS45GHK.com.

Additional Resources:

NFS Statement Interpretation Manual
Advisor Desktop Statement Review Guide
Investment Reporting & Tax Considerations Guide
Remember, timely completion of statement reviews is crucial for maintaining accurate client records and ensuring compliance with regulatory requirements. If you have any further questions about the review process or need clarification on any part of the NFS statement, don't hesitate to reach out to the support team.

Need more details? Visit the link(s) below 🔗:

[How to Read Your NFS Statement](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Read Your NFS Statement.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> Interested Parties

An interested party on a client statement is an individual or entity who is authorized to receive copies of the client's account statements without being the primary account holder. Here's a breakdown of who can be considered an interested party:

Accountants & Tax Preparers

Need access for tax reporting and financial planning purposes.
Trustees & Fiduciaries

Manage assets on behalf of the account owner.
May include trustees of trusts or executors of estates.
Investment Managers

Require statements for portfolio oversight and management.
Legal Representatives

May need access due to power of attorney or other legal obligations.
Attorneys

May require access for legal or estate planning purposes.
Family Members

In some cases, with proper authorization, family members may be designated as interested parties.
Important Considerations:

All interested parties must be authorized in writing by the account holder.
Only approved parties listed in Advisor Desktop can receive statements.
Adding an interested party must comply with data privacy regulations.
Clients can update or remove an interested party at any time by submitting a Modification Request.
Process for Adding an Interested Party:

Obtain written authorization from the client.
Use Advisor Desktop to add the interested party to the account.
Upload the completed Interested Party Authorization Form to the system.
Verify and confirm the details before saving changes.
Compliance and Privacy:

Ensure that all interested party requests adhere to privacy laws and company policies.
Regularly review and verify the need for continued access by interested parties.
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

Additional Resources:

Interested Party Authorization Manual
Advisor Desktop Interested Party Processing Guide
Statement Distribution & Compliance FAQs
For any questions or assistance with managing interested parties, please don't hesitate to contact the Advisor Support team.

Need more details? Visit the link(s) below 🔗:

[Interested Parties](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Interested Parties.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> Interested Parties

Here's a step-by-step guide on how an advisor can add or remove an interested party in Advisor Desktop:

Adding an Interested Party:

Access Advisor Desktop

Log in to Advisor Desktop using your credentials.
Locate Client Profile

Search for the client using their Name, SSN, or Account Number.
Navigate to Statement Preferences

Go to the ""Statement Preferences"" tab within the client's profile.
Select Interested Party Management

Click on the ""Interested Party Management"" option.
Choose to Add Interested Party

Select ""Add Interested Party"" from the available options.
Enter Contact Details

Input the interested party's information:
Name
Email address
Mailing address
Obtain Client Authorization

Ensure you have written authorization from the client.
Upload the completed ""Interested Party Authorization Form"" to the system.
Review and Confirm

Verify all entered details for accuracy.
Save Changes

Click ""Save & Apply Changes"" to finalize the addition.
Confirmation

A confirmation email will be sent to both the client and the new interested party.
Removing an Interested Party:

Follow steps 1-4 as above.

Choose to Remove Interested Party

Select ""Remove Interested Party"" from the options.
Select the Party to Remove

Choose the interested party you wish to remove from the list.
Confirm Removal

Verify that you want to remove this party.
Save Changes

Click ""Save & Apply Changes"" to finalize the removal.
Confirmation

A confirmation of the removal will be sent to the client.
Important Compliance Notes:

Ensure all interested parties are authorized by the account holder in writing.
Only approved parties listed in Advisor Desktop can receive statements.
All requests must comply with data privacy regulations.
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

If you encounter any issues or need additional assistance with managing interested parties, please don't hesitate to contact the Advisor Support team.

Additional Resources:

Interested Party Authorization Manual
Advisor Desktop Interested Party Processing Guide
Statement Distribution & Compliance FAQs
Need more details? Visit the link(s) below 🔗:

[Interested Parties](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Interested Parties.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> Interested Parties

When managing interested parties, there are several crucial compliance and privacy considerations that advisors must keep in mind:

Written Authorization

Interested parties must be authorized by the account holder in writing.
A completed Interested Party Authorization Form must be uploaded to the system for each interested party.
System Approval

Statements can only be sent to parties who are approved and listed in Advisor Desktop.
Regularly verify that all listed interested parties are still authorized and relevant.
Data Privacy Regulations

All requests for statement access must comply with current data privacy regulations.
Ensure that the level of information shared with interested parties is appropriate and authorized.
Timely Removal

If an interested party no longer needs access, remove them immediately to prevent unauthorized statement deliveries.
Process removal requests promptly in Advisor Desktop and notify Compliance.
Legal and Contractual Requirements

Verify any legal or contractual requirements before processing the addition or removal of an interested party.
This is particularly important for parties such as trustees, legal representatives, or those with power of attorney.
Regular Review

Periodically review the list of interested parties for each client to ensure it remains current and appropriate.
This helps maintain the integrity of client data and prevents unauthorized access.
Documentation

Maintain clear records of all authorizations, changes, and removals of interested parties.
Document the reasons for adding or removing interested parties for audit purposes.
Client Communication

Keep clients informed about who has access to their statements and financial information.
Encourage clients to notify you promptly if they wish to make changes to their interested parties.
Secure Delivery Methods

Ensure that statements and other sensitive information are delivered to interested parties using secure methods.
Verify that the correct delivery method (e.g., e-delivery, mail) is selected for each interested party.
Training and Awareness

Stay updated on the latest compliance requirements and privacy regulations.
Regularly train team members on the proper procedures for managing interested parties.
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

If you encounter any compliance or privacy issues related to interested parties, or if you need guidance on a specific situation, please don't hesitate to contact the Advisor Support team or escalate to Compliance if necessary.

Additional Resources:

Interested Party Authorization Manual
Compliance & Privacy Considerations Guide
Data Privacy Regulations Overview
Advisor Desktop Interested Party Processing Guide
Remember, maintaining client privacy and adhering to compliance standards is crucial in managing interested parties effectively.

Need more details? Visit the link(s) below 🔗:

[Interested Parties](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Interested Parties.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> Interested Parties

Here are some common issues with interested party management and their resolutions:

Missing Authorization Form

Issue: Client wants to add an interested party but has no authorization form.
Resolution: Request the client to complete and sign an Interested Party Authorization Form.
Statement Delivery Problems

Issue: Interested party is not receiving statements.
Resolution: Verify the contact details and check if the correct delivery method is selected in Advisor Desktop.
Revoking Access

Issue: Statement access needs to be revoked for an interested party.
Resolution: Process the removal request in Advisor Desktop and notify Compliance.
Incorrect Statement Distribution

Issue: Interested party receiving incorrect statements.
Resolution: Ensure the correct accounts are linked in Statement Preferences for that interested party.
System Updates Not Reflecting

Issue: Changes to interested party settings not updating in the system.
Resolution: Confirm interested party status by verifying records in Advisor Desktop.
If these initial resolutions don't solve the issue, follow this escalation procedure:

Consult with Operations if updates or removals are not processing correctly.
Escalate to Compliance if legal or regulatory requirements are involved.
Contact IT Support if system errors prevent adding or removing interested parties.
For urgent escalations, contact the Advisor Support Team.

Best Practices for Preventing Issues:

Regularly review and update interested party information.
Double-check all entries when adding or modifying interested party details.
Keep clear documentation of all changes and authorizations.
Educate clients on the importance of keeping interested party information current.
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

For urgent escalations: AdvisorSupport@HFYUILWTYUKS45GHK.com

Additional Resources:

Interested Party Authorization Manual
Advisor Desktop Interested Party Processing Guide
Statement Distribution & Compliance FAQs
Remember, prompt and accurate management of interested parties is crucial for maintaining client trust and ensuring compliance. If you encounter any difficulties or need further assistance, don't hesitate to reach out to the Advisor Support team.

Need more details? Visit the link(s) below 🔗:

[Interested Parties](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Interested Parties.html)
[Layouts and What They Contain](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Layouts and What They Contain.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> Interested Parties

To resume an incomplete interested party request in Advisor Desktop, please follow these steps:

Access Advisor Desktop

Log into your Advisor Desktop account.
Navigate to Pending Client Requests

Once logged in, go to the ""Pending Client Requests"" tab.
Locate the Incomplete Request

Use the search function to find the specific client. You can search using:
Client Name
Social Security Number (SSN)
Account Number
Resume Processing

Once you've found the pending request, click on ""Resume Processing"".
Complete and Verify Information

Fill in any missing required fields.
Carefully verify all the selected interested party details for accuracy.
Submit for Approval

After ensuring all information is correct and complete, submit the request for final approval.
Monitor the Request

Keep an eye on status updates and any client notifications related to this request.
Important Notes:

Ensure all required fields are filled out accurately to avoid further delays.
Double-check the interested party's contact information for correctness.
If you're unsure about any details, it's better to verify with the client before submission.
What to Do If You Encounter Issues:

If you can't find the incomplete request, check if it might have been processed or deleted.
For system errors or if you're unable to complete the process, reach out to the Advisor Support Team.
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

For urgent assistance or if you encounter any issues during this process, please contact the Advisor Support Team at AdvisorSupport@HFYUILWTYUKS45GHK.com.

Additional Resources:

Interested Party Authorization Manual
Advisor Desktop Interested Party Processing Guide
Statement Distribution & Compliance FAQs
Remember, timely completion of interested party requests is crucial for maintaining accurate client records and ensuring proper statement distribution. If you have any questions or need further clarification on any step of this process, don't hesitate to reach out to the support team.

Need more details? Visit the link(s) below 🔗:

[Interested Parties](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Interested Parties.html)
[Advisor Desktop-Salesforce](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Advisor Desktop-Salesforce.html)
",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> Layouts and What They Contain

The common sections included in most statement layouts at Truist Bank are:

Account Summary

Displays total account value, cash balance, and margin details
Shows account type, registration, and reporting period
Portfolio Holdings

Lists securities, fixed income, and cash positions
Includes market value, cost basis, and unrealized gains/losses
Transaction History

Records all account activity, including trades, deposits, and withdrawals
Itemizes investment purchases, sales, and distributions
Income & Distributions

Breaks down dividends, interest, and capital gains distributions
Includes taxable and non-taxable income sources
Performance Summary

Provides a comparative analysis of investment returns
Includes year-to-date gains/losses and risk assessments
Important Notices & Disclosures

Displays compliance messages and policy updates
Includes any required legal disclaimers or investment risks
These sections may vary slightly depending on the specific layout type chosen:

Standard Layout: Provides a high-level overview with key metrics such as total balance, transactions, and account performance.
Detailed Layout: Contains expanded transaction history, cost basis information, and breaks down holdings with asset allocation details.
Summary Layout: Displays key financial metrics in a simplified format, suitable for clients who prefer a concise view of their investments.
Performance-Focused Layout: Emphasizes investment returns, portfolio benchmarks, and historical performance, including risk analysis and comparative performance insights.
Income & Tax Summary Layout: Highlights dividend and interest earnings, and includes tax-related details for easy reporting.
Important Considerations:

The level of detail in each section may vary based on the chosen layout type
Advisors should help clients choose the layout that best suits their financial tracking needs
Some sections may be required for regulatory compliance, regardless of layout choice
Customization Options:

Clients can opt for monthly, quarterly, or annual statement deliveries
E-Delivery clients can request a PDF format preference for a consistent layout
Certain investments may require specialized statement presentations
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

For questions about specific section contents or customization options, contact the Advisor Support Team at AdvisorSupport@HFYUILWTYUKS45GHK.com.

Additional Resources:

Statement Layout Guide
Advisor Desktop - Statement Preferences Management
Compliance & Data Presentation Standards
Statement Customization FAQs
Remember, understanding these common sections helps advisors effectively explain statement contents to clients and assist them in choosing the most suitable layout for their financial reporting needs.

Need more details? Visit the link(s) below 🔗:

[Layouts and What They Contain](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Layouts and What They Contain.html)
[How to Change Statement Layout Type](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Change Statement Layout Type.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> Layouts and What They Contain

To customize a client's statement layout in Advisor Desktop, follow these steps:

Access Client Profile

Log in to Advisor Desktop
Search for the client using Name, SSN, or Account Number
Navigate to Statement Preferences

Open the ""Client Preferences"" tab
Go to the ""Statement Preferences"" section
Modify Statement Layout

Select the preferred layout from the available options
Confirm whether the client wants additional details or simplified views
Confirm and Save Changes

Verify the selection
Click ""Save & Apply Changes""
A confirmation email will be sent to the client
Review Customization Impact

Ensure the chosen layout aligns with client expectations
Schedule periodic reviews to confirm ongoing suitability
Available Layout Options:

Standard Layout

Provides a high-level overview of the account
Includes key metrics such as total balance, transactions, and account performance
Detailed Layout

Contains expanded transaction history and cost basis information
Breaks down holdings with asset allocation details
Summary Format (details not explicitly provided, but likely a condensed version)

Key Sections in Layouts:

Account Summary
Portfolio Holdings
Transaction History
Income & Distributions
Performance Summary
Important Notices & Disclosures
Important Considerations:

Discuss the client's preferences and financial tracking needs before making changes
Explain the differences between layout options to help clients make informed decisions
Be aware of any regulatory requirements or restrictions on certain layout types
Regularly review the chosen layout to ensure it continues to meet the client's needs
Troubleshooting Tips:

If a desired layout option is not visible, verify the account type and any restrictions
For layout updates not reflecting, ensure changes were saved and check the next statement cycle
If data is missing in a specific section, confirm that the selected layout includes those details
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

For urgent assistance or complex customization requests, contact the Advisor Support Team at AdvisorSupport@HFYUILWTYUKS45GHK.com.

Additional Resources:

Statement Layout Customization Guide
Advisor Desktop - Statement Preferences Management
Compliance & Data Presentation Standards
Statement Customization FAQs
Statement Layout Customization Manual
Advisor Desktop Layout Management Guide
Investment Reporting & Client Preferences FAQs
Remember, customizing statement layouts is about balancing client preferences with regulatory requirements and clear financial reporting. Always ensure that the chosen layout provides the necessary information for the client's financial understanding and decision-making.

Need more details? Visit the link(s) below 🔗:

[How to Change Statement Layout Type](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Change Statement Layout Type.html)
[Layouts and What They Contain](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Layouts and What They Contain.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> Layouts and What They Contain

Common issues with statement layouts and their resolutions:

Unavailable Layout Options

Issue: Client wants a different layout but does not see the option
Resolution: Verify available layout types in Advisor Desktop and check for restrictions
Action: Review the client's account type and ensure it's eligible for the desired layout
Layout Updates Not Reflecting

Issue: Statement layout updates not reflecting in client statements
Resolution: Ensure changes were saved and check the next statement cycle
Action: Verify statement settings in Advisor Desktop and confirm the change effective date
Missing Data in Specific Sections

Issue: Data missing in a specific section of the statement
Resolution: Confirm that the selected layout includes the required details
Action: Review layout specifications and consider switching to a more comprehensive layout if needed
Reverting to Previous Layout

Issue: Client wants to revert to a previous layout
Resolution: Follow the same steps used to change layouts and select the prior layout type
Action: Assist the client in choosing the most suitable previous layout
System Errors Preventing Changes

Issue: Unable to apply layout changes due to system errors
Resolution: Contact IT Support for assistance
Action: Document the specific error messages and steps taken before contacting IT
Escalation Procedure: If issues persist:

Confirm changes were applied by verifying statement settings in Advisor Desktop
Consult with Operations if layout modifications are not updating properly
Escalate to Compliance if regulatory approvals are required for statement adjustments
Contact IT Support for persistent system errors
Layout Types Overview:

Standard Layout: Provides a high-level overview with key metrics (total balance, transactions, account performance)
Detailed Layout: Contains expanded transaction history, cost basis information, and detailed holdings breakdown
Summary Format: (Details not provided, but likely a condensed version of the standard layout)
Important Considerations:

Different layouts are designed to present account information in a structured and client-friendly manner
Advisors should understand these layouts to help clients choose the format that best meets their financial tracking needs
Some layout options may be restricted based on account type or regulatory requirements
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

For urgent assistance, contact the Advisor Support Team at AdvisorSupport@HFYUILWTYUKS45GHK.com.

Additional Resources:

Statement Layout Customization Guide
Advisor Desktop - Statement Management
Compliance Guidelines for Statement Modifications
Statement Layout Customization Manual
Advisor Desktop Layout Management Guide
Investment Reporting & Client Preferences FAQs
Remember, proper statement layout selection and troubleshooting are crucial for client satisfaction and accurate financial reporting. If you encounter persistent issues or need further clarification, don't hesitate to reach out to the Advisor Support Team.

Need more details? Visit the link(s) below 🔗:

[Layouts and What They Contain](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Layouts and What They Contain.html)
[How to Change Statement Layout Type](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Change Statement Layout Type.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Statements -> How to Change Statement Layout Type

To resume an incomplete statement layout request, follow these steps:

Access Advisor Desktop

Log into Advisor Desktop
Navigate to the ""Pending Client Requests"" tab
Locate the Incomplete Request

Search for the client using Name, SSN, or Account Number
Select the pending request and click ""Resume Processing""
Complete the Request

Fill in any required fields that were left incomplete
Verify the selected layout type
Review and Submit

Double-check all information for accuracy
Submit the request for final approval
Monitor the Request

Keep track of status updates
Watch for client notifications
Important Considerations:

Ensure that the selected layout type meets the client's needs and preferences
Verify that all necessary information is included in the chosen layout
Be aware of any regulatory requirements or restrictions on certain layout types
Common Issues and Resolutions:

Changes not reflecting in statements:
Ensure changes were saved and check the next scheduled statement cycle
Preferred layout not appearing in Wealthscape:
Verify that the correct selection was made and contact support if needed
Incorrect transaction details:
Confirm statement cut-off dates and ensure the right format is selected
Escalation Procedure: If issues persist:

Confirm changes were applied in Advisor Desktop
Consult with Operations if layout modifications are not updating properly
Escalate to Compliance if regulatory approvals are required
Contact IT Support for system errors preventing changes
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

For urgent assistance, contact the Advisor Support Team at AdvisorSupport@HFYUILWTYUKS45GHK.com.

Additional Resources:

Statement Layout Customization Manual
Advisor Desktop Layout Management Guide
Investment Reporting & Client Preferences FAQs
Statement Customization Manual
Client Statement Layout FAQs
Remember, accurate completion of statement layout requests is crucial for client satisfaction and regulatory compliance. If you encounter any issues or have questions during the process, don't hesitate to reach out to the Advisor Support Team.

Need more details? Visit the link(s) below 🔗:

[Layouts and What They Contain](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Layouts and What They Contain.html)
[How to Change Statement Layout Type](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Change Statement Layout Type.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Document Information -> Locating Heritage BB&T Account

Heritage BB&T accounts are accounts that were originally held with BB&T (Branch Banking and Trust Company) prior to its merger with SunTrust Banks, which formed Truist Financial Corporation. These accounts require a special search process due to several factors:

Merger Complexity:

The merger of BB&T and SunTrust created a complex integration of systems and accounts.
Not all accounts were immediately migrated to the new Truist platform.
Varied Migration Status:

Most BB&T accounts have been migrated to the new Truist platform.
However, some accounts may still reside in legacy BB&T systems.
Certain account types (e.g., Trust, IRAs) may have specialized migration handling.
Multiple Systems:

Accounts may be found in different systems:
Advisor Desktop
Wealthscape
Legacy BB&T archival systems
Specialized Access Requirements:

Advisors may need special credentials to access legacy BB&T systems.
For some pre-merger accounts, assistance from Operations may be required.
Data Conversion Challenges:

Ensuring accurate mapping of account details during the conversion process.
The need to reference the latest conversion mapping when verifying account details.
Historical Documentation:

In some cases, electronic searches may be unsuccessful, requiring review of historical statements or client documentation.
Compliance and Legal Considerations:

Some accounts may have special handling requirements due to legal or compliance restrictions.
Time-Sensitive Nature:

As time passes, locating these legacy accounts becomes more challenging, necessitating a thorough search process.
The special search process is designed to navigate these complexities and ensure that all potential locations for Heritage BB&T accounts are checked. This process typically involves:

Searching in Advisor Desktop's Legacy BB&T Account Lookup section
Checking Wealthscape and internal databases
Accessing archived BB&T systems (with special credentials if necessary)
Reviewing migration databases
Submitting Legacy Account Lookup requests to Operations if needed
Confirming details with clients and reviewing any historical documentation they may have
This multi-step approach helps ensure that Heritage BB&T accounts are accurately located and properly managed within the new Truist system, maintaining continuity of service for clients and compliance with regulatory requirements.

Support Line & Manager Contact Details:
📞 Advisor Support: 855-815-9688, Option 7
📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com

For urgent assistance or complex Heritage BB&T account searches, contact the Advisor Support Team at AdvisorSupport@HFYUILWTYUKS45GHK.com.

Additional Resources:

Heritage BB&T Account Access Guide
Legacy BB&T System Lookup Guide
Advisor Desktop - BB&T Record Retrieval
Compliance & Documentation Guidelines
Legacy BB&T Data Migration Guide
Remember, patience and thoroughness are key when dealing with Heritage BB&T accounts. The special search process is designed to ensure no accounts are overlooked during the ongoing integration of BB&T and SunTrust systems.

Need more details? Visit the link(s) below 🔗:

[Locating Heritage BB&T Account](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Locating Heritage BB&T Account.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> Document Information -> Locating Heritage BB&T Account

Advisors can use the following methods to locate a Heritage BB&T account:

Search in Advisor Desktop

Navigate to the ""Legacy BB&T Account Lookup"" section
Enter the client's Name, SSN, or Account Number
If an account exists, details will populate automatically
Check Wealthscape & Internal Databases

Some accounts may have been migrated to Wealthscape
Use the client's legacy BB&T credentials to perform a search
Access Archived BB&T Systems

For pre-merger accounts not yet migrated, access BB&T's archival system
Note: Advisors may require special credentials for retrieval
If access is unavailable, submit a request to Operations for assistance
Use the Legacy BB&T Search Tool in Advisor Desktop

This tool is specifically designed for locating heritage accounts
Check the Migration Database

Review the database for information on transferred accounts
Submit a Legacy Account Lookup Request

If other methods are unsuccessful, submit a request to Operations
Client Confirmation & Documentation Review

If electronic searches are unsuccessful, confirm details with the client
Request any relevant account documentation the client may have
Compare historical statements with current record systems
Important Considerations:

Most BB&T accounts have been migrated to the new platform, but some may still reside in legacy systems
Ensure you're using the latest conversion mapping when verifying account details
Certain account types (e.g., Trust, IRAs) may have specialized migration handling
Troubleshooting Tips:

If the account is not found in Advisor Desktop, search in Wealthscape or submit a Legacy Lookup request
For clients who don't remember their BB&T account number, verify using SSN or historical account statements
For account migration issues, refer to the migration database and confirm transfer status
Escalation Procedure: If unable to locate a Heritage BB&T account:

Verify all search methods have been used
Consult with Operations for manual intervention if needed
Contact Compliance if the account involves legal or compliance restrictions
Escalate to IT Support for access issues to legacy BB&T systems
Support Line & Manager Contact Details:
📞 Advisor Support: 855-815-9688, Option 7
📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com

For urgent assistance, contact the Advisor Support Team at AdvisorSupport@HFYUILWTYUKS45GHK.com.

Additional Resources:

Heritage BB&T Account Access Guide
Legacy BB&T System Lookup Guide
Advisor Desktop - BB&T Record Retrieval
Compliance & Documentation Guidelines
Legacy BB&T Data Migration Guide
Remember, persistence and thoroughness are key when searching for Heritage BB&T accounts. If you encounter any difficulties or need further assistance, don't hesitate to reach out to the Advisor Support Team.

Need more details? Visit the link(s) below 🔗:

[Locating Heritage BB&T Account](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Locating Heritage BB&T Account.html)",NOT FALL BACK
